收费门架编号,门架名称,门架类型,门架种类,省界入/出口标识,纬度,经度,使用状态,门架HEX字符串,反向门架HEX字符串
G002237003000920090,沂源东-张家坡门架,路段收费门架,实体门架,,36.175414,118.252555,在用,3D3D08,3C3D01
G002237003001110010,鲁村-鲁村虚收费门架,路段收费门架,虚拟门架,,36.19491008,117.9885191,在用,3C3D0B,3D3D10
G002237003001120010,鲁村虚-鲁村收费门架,路段收费门架,虚拟门架,,36.19491159,117.9883671,在用,3D3D10,3C3D0B
G002237003001210010,沂源-沂源虚收费门架,路段收费门架,虚拟门架,,36.15564781,118.1331388,在用,3C3D0D,3D3D0C
G002237003001220010,沂源虚-沂源收费门架,路段收费门架,虚拟门架,,36.15573872,118.1333405,在用,3D3D0C,3C3D0D
G002237003001310010,沂源东-沂源东虚收费门架,路段收费门架,虚拟门架,,36.18001708,118.2359342,在用,3C3D0A,3D3D09
G002237003001320010,沂源东虚-沂源东收费门架,路段收费门架,虚拟门架,,36.18008917,118.2361059,在用,3D3D09,3C3D0A
G002237003001410010,张家坡-张家坡虚收费门架,路段收费门架,虚拟门架,,36.08065902,118.4292034,在用,3C3D0F,3D3D0E
G002237003001420010,张家坡虚-张家坡收费门架,路段收费门架,虚拟门架,,36.0807891,118.4291897,在用,3D3D0E,3C3D0F
G002237004000210020,辛庄-莱芜枢纽门架,路段收费门架,实体门架,,36.23891086,117.8126794,在用,3C3C01,3D3C02
G002237004000520050,莱芜枢纽-辛庄门架,路段收费门架,实体门架,,36.238959,117.812003,在用,3D3C02,3C3C01
G002237004000710010,辛庄-辛庄虚收费门架,路段收费门架,虚拟门架,,36.23661936,117.8287347,在用,3C3D12,3D3D11
G002237004000720010,辛庄虚-辛庄收费门架,路段收费门架,虚拟门架,,36.23689039,117.8289209,在用,3D3D11,3C3D12
G002237005000110010,青岛西-青岛高新门架,路段收费门架,实体门架,,36.234688,120.276172,在用,3C7801,3D780C
G002237005000210020,青岛高新-河套虚门架,路段收费门架,实体门架,,36.237552,120.240209,在用,3C7802,3D780B
G002237005000310030,河套枢纽-营海门架,路段收费门架,实体门架,,36.233727,120.111447,在用,3C7803,3D780A
G002237005000310150,河套虚-河套枢纽门架,路段收费门架,虚拟门架,,36.239845,120.151413,停用,3C780F,3D7810
G002237005000410040,营海-红石崖门架,路段收费门架,实体门架,,36.208668,120.067379,备用,3C7804,3D7809
G002237005000510050,红石崖-黄岛枢纽门架,路段收费门架,实体门架,,36.077232,120.092205,在用,3C7805,3D7808
G002237005000610060,黄岛枢纽-黄岛东门架,路段收费门架,实体门架,,36.068337,120.136102,在用,3C7806,3D7807
G002237005000720070,黄岛东-黄岛枢纽门架,路段收费门架,实体门架,,36.068324,120.136653,在用,3D7807,3C7806
G002237005000820080,黄岛枢纽-红石崖门架,路段收费门架,实体门架,,36.076025,120.100908,在用,3D7808,3C7805
G002237005000920090,红石崖-营海门架,路段收费门架,实体门架,,36.208183,120.06729,在用,3D7809,3C7804
G002237005001020100,营海-河套枢纽门架,路段收费门架,实体门架,,36.233452,120.110493,在用,3D780A,3C7803
G002237005001120110,河套虚-青岛高新门架,路段收费门架,实体门架,,36.238141,120.238705,在用,3D780B,3C7802
G002237005001220120,青岛高新-青岛西门架,路段收费门架,实体门架,,36.234471,120.275615,在用,3D780C,3C7801
G002237005001520160,河套枢纽-河套虚门架,路段收费门架,虚拟门架,,36.241546,120.160092,停用,3D7810,3C780F
G002237005001610130,河套-河套虚门架,路段收费门架,虚拟门架,,36.24302391,120.1757849,在用,3C780D,3D780E
G002237005001720140,河套虚-河套门架,路段收费门架,虚拟门架,,36.24273444,120.1644459,在用,3D780E,3C780D
G002237005001810010,青岛西-青岛西虚收费门架,路段收费门架,虚拟门架,,36.24011573,120.340721,在用,3C7812,3D7811
G002237005001820010,青岛西虚-青岛西收费门架,路段收费门架,虚拟门架,,36.2397542,120.3407156,在用,3D7811,3C7812
G002237005001910010,青岛高新-青岛高新虚收费门架,路段收费门架,虚拟门架,,36.23166997,120.2574422,在用,3C7814,3D7813
G002237005001920010,青岛高新虚-青岛高新收费门架,路段收费门架,虚拟门架,,36.23164754,120.257323,在用,3D7813,3C7814
G002237005002010010,营海-营海虚收费门架,路段收费门架,虚拟门架,,36.22605338,120.0749498,在用,3C7816,3D7815
G002237005002020010,营海虚-营海收费门架,路段收费门架,虚拟门架,,36.22621048,120.0750939,在用,3D7815,3C7816
G002237005002110010,红石崖-红石崖虚收费门架,路段收费门架,虚拟门架,,36.09091815,120.0727967,在用,3C7818,3D7817
G002237005002120010,红石崖虚-红石崖收费门架,路段收费门架,虚拟门架,,36.0884231,120.0703449,在用,3D7817,3C7818
G002237005002210010,黄岛东-黄岛东虚收费门架,路段收费门架,虚拟门架,,36.06567347,120.1447507,在用,3C781A,3D7819
G002237005002220010,黄岛东虚-黄岛东收费门架,路段收费门架,虚拟门架,,36.06539427,120.1445312,在用,3D7819,3C781A
G002237006000210010,黄岛枢纽-徐村枢纽门架,路段收费门架,实体门架,,36.061566,120.098718,在用,3C4001,3D400C
G002237006000310020,徐村枢纽-辛安枢纽门架,路段收费门架,实体门架,,36.045731,120.064397,在用,3C4002,3D400B
G002237006000410030,徐村枢纽-王台南门架,路段收费门架,实体门架,,36.052113,120.040298,在用,3C4003,3D400A
G002237006000510040,王台南-胶南枢纽门架,路段收费门架,实体门架,,36.05057598,119.9642485,在用,3C4004,3D4009
G002237006000610050,胶南枢纽-里岔门架,路段收费门架,实体门架,,36.045309,119.828279,在用,3C4005,3D4008
G002237006000710060,里岔—辛兴门架,路段收费门架,实体门架,,36.048258,119.783614,在用,3C4006,3D4007
G002237006000820070,辛兴-里岔门架,路段收费门架,实体门架,,36.048035,119.783052,在用,3D4007,3C4006
G002237006000920080,里岔-胶南枢纽门架,路段收费门架,实体门架,,36.045247,119.826958,在用,3D4008,3C4005
G002237006001020090,胶南枢纽-王台南门架,路段收费门架,实体门架,,36.050601,119.962674,在用,3D4009,3C4004
G002237006001120100,王台南-徐村枢纽门架,路段收费门架,实体门架,,36.051909,120.039254,在用,3D400A,3C4003
G002237006001220110,辛安枢纽-徐村枢纽门架,路段收费门架,实体门架,,36.045443,120.064949,在用,3D400B,3C4002
G002237006001320120,徐村枢纽-黄岛枢纽门架,路段收费门架,实体门架,,36.060739,120.097652,在用,3D400C,3C4001
G002237006001510010,里岔-里岔虚收费门架,路段收费门架,虚拟门架,,36.05150842,119.7975124,在用,3C4010,3D400F
G002237006001520010,里岔虚-里岔收费门架,路段收费门架,虚拟门架,,36.05162927,119.7974634,在用,3D400F,3C4010
G002237006001610010,王台南-王台南虚收费门架,路段收费门架,虚拟门架,,36.04613494,119.9973731,在用,3C4012,3D4011
G002237006001620010,王台南虚-王台南收费门架,路段收费门架,虚拟门架,,36.04627865,119.9973033,在用,3D4011,3C4012
G002237007000110010,泰山枢纽-泰肥门架,路段收费门架,实体门架,,36.148722,117.035951,在用,3C6E01,3D6E12
G002237007000210020,泰肥-岱岳门架,路段收费门架,实体门架,,36.150168,117.01089,在用,3C6E02,3D6E11
G002237008002110010,东阿南立交-东阿虚收费门架,路段收费门架,虚拟门架,,36.280225,116.224492,备用,3C791E,3D791B
G002237008002120020,东阿虚-东阿南立交收费门架,路段收费门架,虚拟门架,,36.280026,116.224471,备用,3D791B,3C791E
G002237009000110010,钢城枢纽-钢城西虚收费门架,路段收费门架,实体门架,,36.139088,117.707842,在用,3C8F05,3D8F06
G002237009000210020,钢城西虚-高庄虚收费门架,路段收费门架,虚拟门架,,36.157381,117.605871,备用,3C8F07,3D8F08
G002237009001720150,高庄虚-钢城西虚收费门架,路段收费门架,虚拟门架,,36.157277,117.606186,备用,3D8F08,3C8F07
G002237009001820160,钢城西虚-钢城枢纽收费门架,路段收费门架,实体门架,,36.138685,117.709794,在用,3D8F06,3C8F05
G002237009001910010,钢城西-钢城西虚收费门架,路段收费门架,虚拟门架,,36.13863,117.699766,备用,3C8F01,3D8F02
G002237009002020010,钢城西虚-钢城西收费门架,路段收费门架,虚拟门架,,36.13863,117.699766,备用,3D8F02,3C8F01
G002237009002110010,高庄-高庄虚收费门架,路段收费门架,虚拟门架,,36.160093,117.593491,备用,3C8F03,3D8F04
G002237009002220010,高庄虚-高庄收费门架,路段收费门架,虚拟门架,,36.160093,117.593491,备用,3D8F04,3C8F03
G002237010000410030,高庄虚-角峪虚收费门架,路段收费门架,实体门架,,36.157263,117.442565,在用,3C8F09,3D9007
G002237010000510040,角峪虚-青兰枢纽收费门架,路段收费门架,实体门架,,36.15049,117.417252,在用,3C9008,3D9009
G002237010000610050,青兰枢纽-泰新枢纽收费门架,路段收费门架,实体门架,,36.126626,117.277748,在用,3C900A,3D900B
G002237010000710060,泰新枢纽-泰安东虚收费门架,路段收费门架,实体门架,,36.144033,117.179252,在用,3C900C,3D900D
G002237010000810070,泰安东虚-泰安南虚收费门架,路段收费门架,实体门架,,36.144,117.153,在用,3C900E,3D900F
G002237010000910080,泰安南虚-泰山枢纽收费门架,路段收费门架,实体门架,,36.141438,117.062675,在用,3C9010,3D9011
G002237010001020090,泰山枢纽-泰安南虚收费门架,路段收费门架,实体门架,,36.141835,117.059451,在用,3D9011,3C9010
G002237010001120100,泰安南虚-泰安东虚收费门架,路段收费门架,实体门架,,36.144119,117.15308,在用,3D900F,3C900E
G002237010001220110,泰安东虚-泰新枢纽收费门架,路段收费门架,实体门架,,36.144157,117.179386,在用,3D900D,3C900C
G002237010001320120,泰新枢纽-青兰枢纽收费门架,路段收费门架,实体门架,,36.128015,117.271373,在用,3D900B,3C900A
G002237010001420130,青兰枢纽-角峪虚收费门架,路段收费门架,实体门架,,36.153578,117.433358,在用,3D9009,3C9008
G002237010001520140,角峪虚-高庄虚收费门架,路段收费门架,实体门架,,36.162612,117.450586,在用,3D9007,3C8F09
G002237010002310010,角峪-角峪虚收费门架,路段收费门架,虚拟门架,,36.157292,117.435066,备用,3C9001,3D9002
G002237010002420010,角峪虚-角峪收费门架,路段收费门架,虚拟门架,,36.157292,117.435066,备用,3D9002,3C9001
G002237010002510010,泰安东-泰安东虚收费门架,路段收费门架,虚拟门架,,36.148736,117.1713,备用,3C9003,3D9004
G002237010002620010,泰安东虚-泰安东收费门架,路段收费门架,虚拟门架,,36.148736,117.1713,备用,3D9004,3C9003
G002237010002710010,泰安南-泰安南虚收费门架,路段收费门架,虚拟门架,,36.14453,117.098124,备用,3C9005,3D9006
G002237010002820010,泰安南虚-泰安南收费门架,路段收费门架,虚拟门架,,36.14453,117.098124,备用,3D9006,3C9005
G002537001000810080,大王-阳河门架,路段收费门架,实体门架,,36.956008,118.540707,在用,3C2F04,3D2F06
G002537001001010090,阳河-何官门架,路段收费门架,实体门架,,36.894564,118.545869,在用,3C2F07,3D2F03
G002537001001320200,于家庄枢纽-何官门架,路段收费门架,实体门架,,36.814246,118.546558,在用,3D2F01,3C2F02
G002537001001520110,阳河-大王门架,路段收费门架,实体门架,,36.955117,118.541239,在用,3D2F06,3C2F04
G002537001001710190,何官-于家庄枢纽门架,路段收费门架,实体门架,,36.814865,118.546471,在用,3C2F02,3D2F01
G002537001001820100,何官-阳河门架,路段收费门架,实体门架,,36.89365,118.545974,在用,3D2F03,3C2F07
G002537001001910010,大王-大王虚收费门架,路段收费门架,虚拟门架,,36.97528076,118.5411103,在用,3C2E1A,3D2E19
G002537001001920010,大王虚-大王收费门架,路段收费门架,虚拟门架,,36.97527583,118.5407863,在用,3D2E19,3C2E1A
G002537001002010010,阳河-阳河虚收费门架,路段收费门架,虚拟门架,,36.91721381,118.5473682,在用,3C2F0D,3D2F0C
G002537001002020010,阳河虚-阳河收费门架,路段收费门架,虚拟门架,,36.91711535,118.5473642,在用,3D2F0C,3C2F0D
G002537001002110010,何官-何官虚收费门架,路段收费门架,虚拟门架,,36.82610007,118.5439472,在用,3C2F0B,3D2F08
G002537001002120010,何官虚-何官收费门架,路段收费门架,虚拟门架,,36.82614918,118.543962,在用,3D2F08,3C2F0B
G002537002000110010,于家庄枢纽-青州北门架,路段收费门架,实体门架,,36.793073,118.543436,在用,3C5001,3D500E
G002537002000210020,青州北-青州门架,路段收费门架,实体门架,,36.767301,118.546274,在用,3C5002,3D500D
G002537002000310030,青州-青州南门架,路段收费门架,实体门架,,36.708004,118.581473,在用,3C5010,3D500C
G002537002000410040,青州南-临朐门架,路段收费门架,实体门架,,36.603432,118.607725,备用,3C5003,3D501D
G002537002000510050,临朐-临朐南门架,路段收费门架,实体门架,,36.498866,118.629515,在用,3C5004,3D500A
G002537002000610060,临朐南-沂山门架,路段收费门架,实体门架,,36.40098773,118.642275,在用,3C5006,3D5009
G002537002000710070,沂山-马站枢纽门架,路段收费门架,实体门架,,36.222204,118.712679,在用,3C500F,3D5008
G002537002000820080,马站枢纽-沂山门架,路段收费门架,实体门架,,36.221625,118.712753,在用,3D5008,3C500F
G002537002000920090,沂山-临朐南门架,路段收费门架,实体门架,,36.4001972,118.6424538,在用,3D5009,3C5006
G002537002001020100,临朐南-临朐门架,路段收费门架,实体门架,,36.498304,118.629966,在用,3D500A,3C5004
G002537002001120110,临朐-青州南门架,路段收费门架,实体门架,,36.602774,118.608588,备用,3D501D,3C5003
G002537002001220120,青州南-青州门架,路段收费门架,实体门架,,36.70719827,118.5822137,在用,3D500C,3C5010
G002537002001320130,青州-青州北门架,路段收费门架,实体门架,,36.766386,118.546915,在用,3D500D,3C5002
G002537002001420140,青州北-于家庄枢纽门架,路段收费门架,实体门架,,36.790353,118.543207,在用,3D500E,3C5001
G002237007002220130,平阴孔村-肥城西门架,路段收费门架,实体门架,,36.1397343,116.5514124,在用,3D6E0D,3C6E06
G002237007002420140,肥城西-桃园门架,路段收费门架,实体门架,,36.13770135,116.6086465,在用,3D6E0E,3C6E05
G002237007002520150,桃园-肥城南门架,路段收费门架,实体门架,,36.120186,116.752796,在用,3D6E0F,3C6E04
G002237007002820160,肥城南-岱岳门架,路段收费门架,实体门架,,36.143698,116.964934,在用,3D6E10,3C6E03
G002237007003120170,岱岳-泰肥门架,路段收费门架,实体门架,,36.149907,117.009609,在用,3D6E11,3C6E02
G002237007003420180,泰肥-泰山枢纽门架,路段收费门架,实体门架,,36.148772,117.034866,在用,3D6E12,3C6E01
G002237007003510010,泰肥-泰肥虚收费门架,路段收费门架,虚拟门架,,36.15175509,117.0294192,在用,3C6E20,3D6E1F
G002237007003520010,泰肥虚-泰肥收费门架,路段收费门架,虚拟门架,,36.15188329,117.0295036,在用,3D6E1F,3C6E20
G002237007003610010,岱岳-岱岳虚收费门架,路段收费门架,虚拟门架,,36.13994279,116.9764958,在用,3C6E1C,3D6E1B
G002237007003620010,岱岳虚-岱岳收费门架,路段收费门架,虚拟门架,,36.13987576,116.9764617,在用,3D6E1B,3C6E1C
G002237007003710010,肥城南-肥城南虚收费门架,路段收费门架,虚拟门架,,36.121569,116.7798369,停用,3C6E13,3D6E1D
G002237007003720010,肥城南虚-肥城南收费门架,路段收费门架,虚拟门架,,36.12149999,116.7798365,停用,3D6E1D,3C6E13
G002237007003810010,桃园-桃园虚收费门架,路段收费门架,虚拟门架,,36.12807285,116.6246639,停用,3C6E15,3D6E14
G002237007003820010,桃园虚-桃园收费门架,路段收费门架,虚拟门架,,36.12819749,116.6247363,停用,3D6E14,3C6E15
G002237007003910010,肥城西-肥城西虚收费门架,路段收费门架,虚拟门架,,36.14001905,116.5705767,在用,3C6E17,3D6E16
G002237007003920010,肥城西虚-肥城西收费门架,路段收费门架,虚拟门架,,36.14007317,116.5706036,在用,3D6E16,3C6E17
G002237007004010010,平阴孔村-平阴孔村虚收费门架,路段收费门架,虚拟门架,,36.15892561,116.4749108,在用,3C6E18,3D6E1E
G002237007004020010,平阴孔村虚-平阴孔村收费门架,路段收费门架,虚拟门架,,36.15897281,116.4748106,在用,3D6E1E,3C6E18
G002237007004110010,平阴玫瑰-平阴玫瑰虚收费门架,路段收费门架,虚拟门架,,36.22303252,116.3478543,在用,3C6E1A,3D6E19
G002237007004120010,平阴玫瑰虚-平阴玫瑰收费门架,路段收费门架,虚拟门架,,36.22307817,116.3478987,在用,3D6E19,3C6E1A
